[2020-06-12 00:13:30,761] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-06-12 00:13:30,776] I kiwoom.py | Kiwoom-trdata_slot-0186 I DEBUG    > 예수금 : 5000000
[2020-06-12 00:13:30,841] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: 2000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-06-12 00:13:30,841] I kiwoom.py | Kiwoom-trdata_slot-0201 I DEBUG    > 계좌평가잔고내역요청 싱글데이터 : 000000000000000 - 000000000000000 - 000000000.00
[2020-06-12 00:13:35,872] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: , 요청이름: , tr코드:  ---  조회가 완료되었습니다.
[2020-06-12 00:14:29,366] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-06-12 00:14:29,366] I kiwoom.py | Kiwoom-trdata_slot-0186 I DEBUG    > 예수금 : 5000000
[2020-06-12 00:14:29,444] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: 2000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-06-12 00:14:29,444] I kiwoom.py | Kiwoom-trdata_slot-0201 I DEBUG    > 계좌평가잔고내역요청 싱글데이터 : 000000000000000 - 000000000000000 - 000000000.00
[2020-06-12 00:14:34,501] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: , 요청이름: , tr코드:  ---  조회가 완료되었습니다.
[2020-06-12 11:30:13,041] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-06-12 11:30:13,041] I kiwoom.py | Kiwoom-trdata_slot-0186 I DEBUG    > 예수금 : 5000000
[2020-06-12 11:30:13,121] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: 2000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-06-12 11:30:13,126] I kiwoom.py | Kiwoom-trdata_slot-0201 I DEBUG    > 계좌평가잔고내역요청 싱글데이터 : 000000000000000 - 000000000000000 - 000000000.00
[2020-06-12 11:30:18,197] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: , 요청이름: , tr코드:  ---  조회가 완료되었습니다.
[2020-06-12 11:30:30,159] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-06-12 11:30:30,159] I kiwoom.py | Kiwoom-trdata_slot-0186 I DEBUG    > 예수금 : 5000000
[2020-06-12 11:30:30,238] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: 2000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-06-12 11:30:30,238] I kiwoom.py | Kiwoom-trdata_slot-0201 I DEBUG    > 계좌평가잔고내역요청 싱글데이터 : 000000000000000 - 000000000000000 - 000000000.00
[2020-06-12 11:30:35,321] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: , 요청이름: , tr코드:  ---  조회가 완료되었습니다.
[2020-06-12 12:20:33,437] I kiwoom.py | Kiwoom-realdata_slot-0698 I DEBUG    > 매수조건 통과 196300 
[2020-06-12 12:20:33,505] I kiwoom.py | Kiwoom-realdata_slot-0709 I DEBUG    > 매수주문 전달 성공
[2020-06-12 12:20:33,505] I kiwoom.py | Kiwoom-realdata_slot-0698 I DEBUG    > 매수조건 통과 196300 
[2020-06-12 12:20:33,599] I kiwoom.py | Kiwoom-realdata_slot-0709 I DEBUG    > 매수주문 전달 성공
[2020-06-12 12:20:33,599] I kiwoom.py | Kiwoom-realdata_slot-0698 I DEBUG    > 매수조건 통과 196300 
[2020-06-12 12:20:33,599] I kiwoom.py | Kiwoom-realdata_slot-0709 I DEBUG    > 매수주문 전달 성공
[2020-06-12 12:20:33,615] I kiwoom.py | Kiwoom-realdata_slot-0698 I DEBUG    > 매수조건 통과 196300 
[2020-06-12 12:20:33,615] I kiwoom.py | Kiwoom-realdata_slot-0709 I DEBUG    > 매수주문 전달 성공
[2020-06-12 12:20:33,615] I kiwoom.py | Kiwoom-msg_slot-0869 I DEBUG    > 스크린: 6001, 요청이름: 신규매수, tr코드: KOA_NORMAL_BUY_KQ_ORD --- [00Z112] 모의투자 정상처리 되었습니다
